"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Jun 04 08:15:19 GMT 2024","Tue Jun 04 08:15:21 GMT 2024","2222","dRep","2-delegation/delegation.drep.spec.ts","","","","2Q. Should include DRep status and voting power on the DRep card",""
"broken","Tue Jun 04 08:16:20 GMT 2024","Tue Jun 04 08:16:51 GMT 2024","30386","dRep","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","Proposal checks","","","5H. Should open a new tab, when external URL is opened",""
"failed","Tue Jun 04 08:14:25 GMT 2024","Tue Jun 04 08:14:46 GMT 2024","21035","loggedin (desktop)","3-drep-registration/dRepRegistration.loggedin.spec.ts","","","","3D. Verify DRep registration form",""
"passed","Tue Jun 04 08:14:37 GMT 2024","Tue Jun 04 08:14:51 GMT 2024","13443","loggedin (desktop)","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","","","","4H. Should verify none of the displayed governance actions have expired",""
"passed","Tue Jun 04 08:16:25 GMT 2024","Tue Jun 04 08:17:04 GMT 2024","39287","dRep","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","Check voting power","","","5K. Should return deposit on DRep retirement",""
"passed","Tue Jun 04 08:16:03 GMT 2024","Tue Jun 04 08:16:15 GMT 2024","12528","dRep","4-proposal-visibility/proposalVisibility.dRep.spec.ts","Check vote count","","","4G. Should display correct vote counts on governance details page for DRep",""
"broken","Tue Jun 04 08:15:18 GMT 2024","Tue Jun 04 08:19:49 GMT 2024","270976","dRep","2-delegation/delegation.drep.spec.ts","","","","2N. Should show DRep information on details page",""
"passed","Tue Jun 04 08:15:34 GMT 2024","Tue Jun 04 08:15:47 GMT 2024","13076","dRep","3-drep-registration/dRepRegistration.dRep.spec.ts","Logged in DReps","","","3A. Should show dRepId on dashboard after connecting registered dRep Wallet",""
"passed","Tue Jun 04 08:13:18 GMT 2024","Tue Jun 04 08:13:30 GMT 2024","11782","independent (desktop)","3-drep-registration/dRepRegistration.spec.ts","","","","3C. Should open wallet connection popup on DRep registration in disconnected state",""
"passed","Tue Jun 04 08:15:47 GMT 2024","Tue Jun 04 08:16:30 GMT 2024","42758","dRep","3-drep-registration/dRepRegistration.dRep.spec.ts","Temporary DReps","","","3J. Verify DRep behavior in retired state",""
"passed","Tue Jun 04 08:16:14 GMT 2024","Tue Jun 04 08:16:24 GMT 2024","10641","dRep","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","Proposal checks","","","5C. Should show required field in proposal voting on registered as DRep",""
"failed","Tue Jun 04 08:16:25 GMT 2024","Tue Jun 04 08:17:13 GMT 2024","48682","dRep","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","Perform voting","","","5I. Should view the vote details,when viewing governance action already voted by the DRep",""
"passed","Tue Jun 04 08:15:17 GMT 2024","Tue Jun 04 08:15:34 GMT 2024","17339","dRep","2-delegation/delegation.drep.spec.ts","","","","2L. Should copy DRepId",""
"passed","Tue Jun 04 08:13:01 GMT 2024","Tue Jun 04 08:13:15 GMT 2024","14112","auth setup","auth.setup.ts","","","","Create AdaHolder 01 auth",""
"passed","Tue Jun 04 08:16:56 GMT 2024","Tue Jun 04 08:17:58 GMT 2024","61728","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","Delegate to myself","","","2E. Should register as Sole voter",""
"passed","Tue Jun 04 08:13:01 GMT 2024","Tue Jun 04 08:14:09 GMT 2024","68043","dRep setup","dRep.setup.ts","","","","Register DRep of static wallets",""
"passed","Tue Jun 04 08:13:01 GMT 2024","Tue Jun 04 08:13:15 GMT 2024","14561","auth setup","auth.setup.ts","","","","Create DRep 01 auth",""
