"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue May 28 12:00:33 GMT 2024","Tue May 28 12:09:03 GMT 2024","510375","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","Delegate to myself","","","2S. Should retire as a Direct Voter on delegating to another DRep",""
"passed","Tue May 28 11:57:52 GMT 2024","Tue May 28 12:01:35 GMT 2024","223375","dRep","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","Perform voting","","","5I. Should view the vote details,when viewing governance action already voted by the DRep",""
"failed","Tue May 28 11:54:27 GMT 2024","Tue May 28 11:54:44 GMT 2024","17169","loggedin (desktop)","3-drep-registration/dRepRegistration.loggedin.spec.ts","","","","3D. Verify DRep registration form",""
"broken","Tue May 28 11:56:55 GMT 2024","Tue May 28 12:05:27 GMT 2024","511409","dRep","2-delegation/delegation.drep.spec.ts","","","","2N. Should show DRep information on details page",""
"skipped","Tue May 28 11:59:31 GMT 2024","Tue May 28 11:59:31 GMT 2024","0","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","Delegate to others","","","2F. Should change delegated dRep",""
"passed","Tue May 28 11:52:18 GMT 2024","Tue May 28 11:52:33 GMT 2024","15314","independent (desktop)","6-miscellaneous/miscellaneous.spec.ts","","","","6C. Navigation within the dApp",""
"passed","Tue May 28 11:52:29 GMT 2024","Tue May 28 11:52:42 GMT 2024","12663","independent (desktop)","7-proposal-submission/proposalSubmission.spec.ts","","","","7A. Should open wallet connection popup, when propose a governance action in disconnected state.",""
"passed","Tue May 28 11:57:09 GMT 2024","Tue May 28 12:06:11 GMT 2024","542330","dRep","3-drep-registration/dRepRegistration.dRep.spec.ts","Temporary DReps","","","3J. Verify DRep behavior in retired state",""
"passed","Tue May 28 11:55:33 GMT 2024","Tue May 28 11:55:49 GMT 2024","15941","loggedin (mobile)","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","","","","4A.1: Should access Governance Actions page with connecting wallet",""
"broken","Tue May 28 11:54:38 GMT 2024","Tue May 28 11:55:09 GMT 2024","31125","loggedin (desktop)","3-drep-registration/dRepRegistration.loggedin.spec.ts","","","","3L. Should reject invalid data in DRep form",""
"skipped","Tue May 28 11:59:31 GMT 2024","Tue May 28 11:59:31 GMT 2024","1","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","Delegate to others","","","2W. Should display voting power of DRep",""
"passed","Tue May 28 11:54:56 GMT 2024","Tue May 28 11:55:57 GMT 2024","60805","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Accept valid data","","","7E.2 Should accept valid data in treasury proposal form",""
"passed","Tue May 28 11:55:41 GMT 2024","Tue May 28 11:55:52 GMT 2024","10773","wallet bootstrap","wallet.bootstrap.ts","","","","Register stake of static wallet: addr_test1qq9jxxnjrvje9vkqrtm7qx425snwgfna7fkqkgdxnael32eulq3nl2cvfxx874nfjealk6frhxf2pnjn7sm26v825m4qhedrhr",""
"passed","Tue May 28 11:54:22 GMT 2024","Tue May 28 11:54:33 GMT 2024","10747","dRep setup","dRep.setup.ts","","","","Register DRep of wallet: addr_test1qq9jxxnjrvje9vkqrtm7qx425snwgfna7fkqkgdxnael32eulq3nl2cvfxx874nfjealk6frhxf2pnjn7sm26v825m4qhedrhr",""
"passed","Tue May 28 11:52:52 GMT 2024","Tue May 28 11:53:14 GMT 2024","22470","independent (mobile)","2-delegation/delegation.spec.ts","","","","2M. Should sort DReps",""
