"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1180","test_ada_holder_current_delegation[ada_holder_delegate_to_drep0]","test_cases","Mon May 19 00:21:25 GMT 2025","passed","Mon May 19 00:21:27 GMT 2025","","test_ada_holder","",""
"","620","test_list_proposal","test_cases","Mon May 19 00:21:39 GMT 2025","passed","Mon May 19 00:21:40 GMT 2025","","test_proposal","",""
"","160","test_drep_getVotes[registered_drep1]","test_cases","Mon May 19 00:21:35 GMT 2025","passed","Mon May 19 00:21:35 GMT 2025","","test_drep","",""
"","716","test_drep_voting_power[registered_drep0]","test_cases","Mon May 19 00:21:33 GMT 2025","passed","Mon May 19 00:21:34 GMT 2025","","test_drep","",""
"","722","test_check_voting_power[ada_holder_delegate_to_drep0]","test_cases","Mon May 19 00:21:27 GMT 2025","passed","Mon May 19 00:21:27 GMT 2025","","test_ada_holder","",""
"","1955","test_get_network_metrics","test_cases","Mon May 19 00:21:35 GMT 2025","passed","Mon May 19 00:21:37 GMT 2025","","test_misc","",""
"","714","test_ada_holder_current_delegation[ada_holder_delegate_to_drep1]","test_cases","Mon May 19 00:21:27 GMT 2025","passed","Mon May 19 00:21:28 GMT 2025","","test_ada_holder","",""
"","719","test_get_transaction_status","test_cases","Mon May 19 00:21:38 GMT 2025","passed","Mon May 19 00:21:39 GMT 2025","","test_misc","",""
"","158","test_drep_voting_power[registered_drep1]","test_cases","Mon May 19 00:21:35 GMT 2025","passed","Mon May 19 00:21:35 GMT 2025","","test_drep","",""
"","818","test_epoch_boundary","test_cases","Mon May 19 00:21:43 GMT 2025","passed","Mon May 19 00:21:44 GMT 2025","","test_proposal","",""
"","3669","test_list_drep","test_cases","Mon May 19 00:21:29 GMT 2025","passed","Mon May 19 00:21:32 GMT 2025","","test_drep","",""
"","730","test_drep_get_info[registered_drep0]","test_cases","Mon May 19 00:21:34 GMT 2025","passed","Mon May 19 00:21:35 GMT 2025","","test_drep","",""
"","330","test_get_network_total_stake","test_cases","Mon May 19 00:21:37 GMT 2025","passed","Mon May 19 00:21:38 GMT 2025","","test_misc","",""
"","169","test_drep_get_info[registered_drep1]","test_cases","Mon May 19 00:21:35 GMT 2025","passed","Mon May 19 00:21:35 GMT 2025","","test_drep","",""
"","3701","test_get_proposal","test_cases","Mon May 19 00:21:40 GMT 2025","passed","Mon May 19 00:21:43 GMT 2025","","test_proposal","",""
"","713","test_get_network_info","test_cases","Mon May 19 00:21:38 GMT 2025","passed","Mon May 19 00:21:38 GMT 2025","","test_misc","",""
"","263","test_get_epoch_param","test_cases","Mon May 19 00:21:35 GMT 2025","passed","Mon May 19 00:21:35 GMT 2025","","test_misc","",""
"","716","test_drep_getVotes[registered_drep0]","test_cases","Mon May 19 00:21:32 GMT 2025","passed","Mon May 19 00:21:33 GMT 2025","","test_drep","",""
"","721","test_check_voting_power[ada_holder_delegate_to_drep1]","test_cases","Mon May 19 00:21:28 GMT 2025","passed","Mon May 19 00:21:29 GMT 2025","","test_ada_holder","",""
