"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 18 11:22:59 GMT 2024","Tue Jun 18 11:22:59 GMT 2024","112","test_cases","test_misc","","","","test_get_transaction_status",""
"failed","Tue Jun 18 11:22:59 GMT 2024","Tue Jun 18 11:23:00 GMT 2024","835","test_cases","test_proposal","","","","test_list_proposal",""
"passed","Tue Jun 18 11:22:58 GMT 2024","Tue Jun 18 11:22:58 GMT 2024","145","test_cases","test_drep","","","","test_drep_get_info[registered_drep1]",""
"failed","Tue Jun 18 11:23:00 GMT 2024","Tue Jun 18 11:23:00 GMT 2024","242","test_cases","test_proposal","","","","test_get_proposal",""
"passed","Tue Jun 18 11:22:51 GMT 2024","Tue Jun 18 11:22:52 GMT 2024","114","test_cases","test_ada_holder","","","","test_ada_holder_current_delegation[ada_holder_delegate_to_drep1]",""
"passed","Tue Jun 18 11:22:52 GMT 2024","Tue Jun 18 11:22:52 GMT 2024","120","test_cases","test_ada_holder","","","","test_check_voting_power[ada_holder_delegate_to_drep1]",""
"passed","Tue Jun 18 11:22:58 GMT 2024","Tue Jun 18 11:22:58 GMT 2024","124","test_cases","test_drep","","","","test_drep_getVotes[registered_drep1]",""
"passed","Tue Jun 18 11:22:58 GMT 2024","Tue Jun 18 11:22:58 GMT 2024","113","test_cases","test_drep","","","","test_drep_voting_power[registered_drep0]",""
"passed","Tue Jun 18 11:22:51 GMT 2024","Tue Jun 18 11:22:51 GMT 2024","126","test_cases","test_ada_holder","","","","test_check_voting_power[ada_holder_delegate_to_drep0]",""
"passed","Tue Jun 18 11:22:58 GMT 2024","Tue Jun 18 11:22:58 GMT 2024","168","test_cases","test_drep","","","","test_drep_getVotes[registered_drep0]",""
"passed","Tue Jun 18 11:22:51 GMT 2024","Tue Jun 18 11:22:51 GMT 2024","410","test_cases","test_ada_holder","","","","test_ada_holder_current_delegation[ada_holder_delegate_to_drep0]",""
"passed","Tue Jun 18 11:22:58 GMT 2024","Tue Jun 18 11:22:58 GMT 2024","112","test_cases","test_drep","","","","test_drep_voting_power[registered_drep1]",""
"passed","Tue Jun 18 11:22:58 GMT 2024","Tue Jun 18 11:22:59 GMT 2024","130","test_cases","test_misc","","","","test_get_epoch_param",""
"passed","Tue Jun 18 11:22:58 GMT 2024","Tue Jun 18 11:22:58 GMT 2024","126","test_cases","test_drep","","","","test_drep_get_info[registered_drep0]",""
"passed","Tue Jun 18 11:22:59 GMT 2024","Tue Jun 18 11:22:59 GMT 2024","130","test_cases","test_misc","","","","test_get_network_metrics",""
"passed","Tue Jun 18 11:22:52 GMT 2024","Tue Jun 18 11:22:58 GMT 2024","5885","test_cases","test_drep","","","","test_list_drep",""
