"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 27 11:53:56 GMT 2024","Tue Aug 27 11:53:57 GMT 2024","105","test_cases","test_drep","","","","test_drep_voting_power[registered_drep0]",""
"passed","Tue Aug 27 11:53:56 GMT 2024","Tue Aug 27 11:53:56 GMT 2024","157","test_cases","test_drep","","","","test_drep_getVotes[registered_drep0]",""
"passed","Tue Aug 27 11:53:56 GMT 2024","Tue Aug 27 11:53:56 GMT 2024","465","test_cases","test_drep","","","","test_list_drep",""
"passed","Tue Aug 27 11:53:55 GMT 2024","Tue Aug 27 11:53:56 GMT 2024","389","test_cases","test_ada_holder","","","","test_ada_holder_current_delegation[ada_holder_delegate_to_drep0]",""
"passed","Tue Aug 27 11:53:57 GMT 2024","Tue Aug 27 11:53:57 GMT 2024","118","test_cases","test_misc","","","","test_get_network_metrics",""
"passed","Tue Aug 27 11:53:57 GMT 2024","Tue Aug 27 11:53:57 GMT 2024","116","test_cases","test_drep","","","","test_drep_get_info[registered_drep1]",""
"failed","Tue Aug 27 11:53:57 GMT 2024","Tue Aug 27 11:53:58 GMT 2024","130","test_cases","test_proposal","","","","test_list_proposal",""
"passed","Tue Aug 27 11:53:56 GMT 2024","Tue Aug 27 11:53:56 GMT 2024","110","test_cases","test_ada_holder","","","","test_ada_holder_current_delegation[ada_holder_delegate_to_drep1]",""
"passed","Tue Aug 27 11:53:56 GMT 2024","Tue Aug 27 11:53:56 GMT 2024","123","test_cases","test_ada_holder","","","","test_check_voting_power[ada_holder_delegate_to_drep0]",""
"passed","Tue Aug 27 11:53:57 GMT 2024","Tue Aug 27 11:53:57 GMT 2024","119","test_cases","test_drep","","","","test_drep_getVotes[registered_drep1]",""
"passed","Tue Aug 27 11:53:57 GMT 2024","Tue Aug 27 11:53:57 GMT 2024","114","test_cases","test_drep","","","","test_drep_get_info[registered_drep0]",""
"passed","Tue Aug 27 11:53:57 GMT 2024","Tue Aug 27 11:53:57 GMT 2024","117","test_cases","test_misc","","","","test_get_epoch_param",""
"failed","Tue Aug 27 11:53:58 GMT 2024","Tue Aug 27 11:53:58 GMT 2024","236","test_cases","test_proposal","","","","test_get_proposal",""
"passed","Tue Aug 27 11:53:57 GMT 2024","Tue Aug 27 11:53:57 GMT 2024","106","test_cases","test_drep","","","","test_drep_voting_power[registered_drep1]",""
"passed","Tue Aug 27 11:53:56 GMT 2024","Tue Aug 27 11:53:56 GMT 2024","109","test_cases","test_ada_holder","","","","test_check_voting_power[ada_holder_delegate_to_drep1]",""
"passed","Tue Aug 27 11:53:57 GMT 2024","Tue Aug 27 11:53:57 GMT 2024","113","test_cases","test_misc","","","","test_get_transaction_status",""
