"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 08 08:24:24 GMT 2024","Thu Aug 08 08:24:24 GMT 2024","109","test_cases","test_misc","","","","test_get_network_metrics",""
"passed","Thu Aug 08 08:24:22 GMT 2024","Thu Aug 08 08:24:22 GMT 2024","479","test_cases","test_ada_holder","","","","test_ada_holder_current_delegation[ada_holder_delegate_to_drep0]",""
"passed","Thu Aug 08 08:24:22 GMT 2024","Thu Aug 08 08:24:23 GMT 2024","266","test_cases","test_drep","","","","test_list_drep",""
"passed","Thu Aug 08 08:24:23 GMT 2024","Thu Aug 08 08:24:23 GMT 2024","108","test_cases","test_drep","","","","test_drep_get_info[registered_drep1]",""
"failed","Thu Aug 08 08:24:24 GMT 2024","Thu Aug 08 08:24:24 GMT 2024","222","test_cases","test_proposal","","","","test_get_proposal",""
"passed","Thu Aug 08 08:24:23 GMT 2024","Thu Aug 08 08:24:23 GMT 2024","116","test_cases","test_drep","","","","test_drep_getVotes[registered_drep1]",""
"failed","Thu Aug 08 08:24:24 GMT 2024","Thu Aug 08 08:24:24 GMT 2024","129","test_cases","test_proposal","","","","test_list_proposal",""
"passed","Thu Aug 08 08:24:23 GMT 2024","Thu Aug 08 08:24:23 GMT 2024","104","test_cases","test_drep","","","","test_drep_voting_power[registered_drep1]",""
"passed","Thu Aug 08 08:24:23 GMT 2024","Thu Aug 08 08:24:23 GMT 2024","101","test_cases","test_drep","","","","test_drep_voting_power[registered_drep0]",""
"passed","Thu Aug 08 08:24:23 GMT 2024","Thu Aug 08 08:24:23 GMT 2024","149","test_cases","test_drep","","","","test_drep_getVotes[registered_drep0]",""
"passed","Thu Aug 08 08:24:24 GMT 2024","Thu Aug 08 08:24:24 GMT 2024","111","test_cases","test_misc","","","","test_get_transaction_status",""
"passed","Thu Aug 08 08:24:22 GMT 2024","Thu Aug 08 08:24:22 GMT 2024","119","test_cases","test_ada_holder","","","","test_check_voting_power[ada_holder_delegate_to_drep0]",""
"passed","Thu Aug 08 08:24:22 GMT 2024","Thu Aug 08 08:24:22 GMT 2024","107","test_cases","test_ada_holder","","","","test_check_voting_power[ada_holder_delegate_to_drep1]",""
"passed","Thu Aug 08 08:24:23 GMT 2024","Thu Aug 08 08:24:24 GMT 2024","114","test_cases","test_misc","","","","test_get_epoch_param",""
"passed","Thu Aug 08 08:24:23 GMT 2024","Thu Aug 08 08:24:23 GMT 2024","110","test_cases","test_drep","","","","test_drep_get_info[registered_drep0]",""
"passed","Thu Aug 08 08:24:22 GMT 2024","Thu Aug 08 08:24:22 GMT 2024","103","test_cases","test_ada_holder","","","","test_ada_holder_current_delegation[ada_holder_delegate_to_drep1]",""
