"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 19 14:34:21 GMT 2024","Thu Sep 19 14:35:08 GMT 2024","47020","dRep","3-drep-registration/dRepRegistration.dRep.spec.ts","Temporary DReps","","","3K. Verify DRep behavior in retired state",""
"passed","Thu Sep 19 14:33:48 GMT 2024","Thu Sep 19 14:33:57 GMT 2024","8336","dRep","2-delegation/delegation.drep.spec.ts","","","","2I. Should check validity of DRep Id",""
"passed","Thu Sep 19 14:25:03 GMT 2024","Thu Sep 19 14:25:12 GMT 2024","8735","mobile","8-proposal-discussion/proposalDiscussion.spec.ts","Mocked proposal","","","8E. Should share proposed governance action",""
"failed","Thu Sep 19 14:27:39 GMT 2024","Thu Sep 19 14:27:48 GMT 2024","8744","loggedin (desktop)","6-miscellaneous/miscellaneous.loggedin.spec.ts","Logged in user","","","6E. Should open Sanchonet docs in a new tab when clicking `Learn More` on dashboards in connected state.",""
"passed","Thu Sep 19 14:29:48 GMT 2024","Thu Sep 19 14:30:17 GMT 2024","28773","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Proposal created logged state > Review fillup form","","","7I_1. Should valid review submission in info Proposal form",""
"passed","Thu Sep 19 14:24:19 GMT 2024","Thu Sep 19 14:24:26 GMT 2024","7047","mobile","8-proposal-discussion/proposalDiscussion.spec.ts","","","","8A. Should access proposed governance actions in disconnected state",""
"passed","Thu Sep 19 14:30:08 GMT 2024","Thu Sep 19 14:30:36 GMT 2024","28307","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Proposal created logged state > Verify Proposal form","","","7D_2. Verify treasury proposal form",""
"passed","Thu Sep 19 14:26:57 GMT 2024","Thu Sep 19 14:27:09 GMT 2024","11466","loggedin (desktop)","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","","","","4C_3. Should filter and sort Governance Action Type on governance actions page",""
"passed","Thu Sep 19 14:33:55 GMT 2024","Thu Sep 19 14:34:05 GMT 2024","9676","dRep","2-delegation/delegation.drep.spec.ts","","","","2M. Should access dRep directory page on disconnected state",""
"passed","Thu Sep 19 14:25:11 GMT 2024","Thu Sep 19 14:25:15 GMT 2024","4138","mobile","8-proposal-discussion/proposalDiscussion.spec.ts","Mocked proposal","","","8F. Should display all comments with count indication.",""
"passed","Thu Sep 19 14:33:57 GMT 2024","Thu Sep 19 14:34:06 GMT 2024","9575","dRep","3-drep-registration/dRepRegistration.dRep.spec.ts","Logged in DReps","","","3A. Should show dRepId on dashboard after connecting registered dRep Wallet",""
"passed","Thu Sep 19 14:34:27 GMT 2024","Thu Sep 19 14:35:11 GMT 2024","43815","dRep","3-drep-registration/editDRep.dRep.spec.ts","Validation of edit dRep Form","","","3M_2. Should reject invalid data in edit dRep form",""
"passed","Thu Sep 19 14:22:33 GMT 2024","Thu Sep 19 14:22:42 GMT 2024","8623","independent (desktop)","6-miscellaneous/miscellaneous.spec.ts","","","","6S. Should Warn users that they are in bootstrapping phase via banner",""
"passed","Thu Sep 19 14:22:24 GMT 2024","Thu Sep 19 14:22:31 GMT 2024","7526","independent (desktop)","6-miscellaneous/miscellaneous.spec.ts","User Snap > Feedback Tests","","","6Q. Should report an issue",""
"passed","Thu Sep 19 14:23:18 GMT 2024","Thu Sep 19 14:23:53 GMT 2024","34580","mobile","2-delegation/delegation.spec.ts","","","","2K_1. Should filter DReps",""
"passed","Thu Sep 19 14:22:20 GMT 2024","Thu Sep 19 14:22:26 GMT 2024","6842","independent (desktop)","6-miscellaneous/miscellaneous.spec.ts","User Snap","","","6O. Should verify a bug report form",""
"failed","Thu Sep 19 14:37:00 GMT 2024","Thu Sep 19 14:37:59 GMT 2024","58293","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","Abstain delegation","","","2U. Should show delegated voting power to Abstain",""
"failed","Thu Sep 19 14:35:48 GMT 2024","Thu Sep 19 14:36:00 GMT 2024","11551","dRep","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","Bootstrap phase","","","5L. Should restrict dRep votes to Info Governance actions During Bootstrapping Phase",""
"passed","Thu Sep 19 14:24:17 GMT 2024","Thu Sep 19 14:24:21 GMT 2024","3323","mobile","7-proposal-submission/proposalSubmission.spec.ts","","","","7A. Should open wallet connection popup, when propose a governance action in disconnected state.",""
"passed","Thu Sep 19 14:24:58 GMT 2024","Thu Sep 19 14:25:11 GMT 2024","12369","mobile","8-proposal-discussion/proposalDiscussion.spec.ts","","","","8H. Should disable proposal interaction on a disconnected state.",""
