"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 04 17:30:29 GMT 2024","Wed Sep 04 17:30:29 GMT 2024","121","test_cases","test_ada_holder","","","","test_ada_holder_current_delegation[ada_holder_delegate_to_drep1]",""
"passed","Wed Sep 04 17:30:30 GMT 2024","Wed Sep 04 17:30:30 GMT 2024","133","test_cases","test_drep","","","","test_drep_getVotes[registered_drep1]",""
"passed","Wed Sep 04 17:30:30 GMT 2024","Wed Sep 04 17:30:30 GMT 2024","117","test_cases","test_drep","","","","test_drep_voting_power[registered_drep1]",""
"passed","Wed Sep 04 17:30:30 GMT 2024","Wed Sep 04 17:30:30 GMT 2024","130","test_cases","test_drep","","","","test_drep_get_info[registered_drep0]",""
"passed","Wed Sep 04 17:30:31 GMT 2024","Wed Sep 04 17:30:31 GMT 2024","123","test_cases","test_misc","","","","test_get_epoch_param",""
"passed","Wed Sep 04 17:30:31 GMT 2024","Wed Sep 04 17:30:31 GMT 2024","178","test_cases","test_proposal","","","","test_list_proposal",""
"passed","Wed Sep 04 17:30:28 GMT 2024","Wed Sep 04 17:30:29 GMT 2024","119","test_cases","test_ada_holder","","","","test_check_voting_power[ada_holder_delegate_to_drep0]",""
"passed","Wed Sep 04 17:30:28 GMT 2024","Wed Sep 04 17:30:28 GMT 2024","507","test_cases","test_ada_holder","","","","test_ada_holder_current_delegation[ada_holder_delegate_to_drep0]",""
"passed","Wed Sep 04 17:30:30 GMT 2024","Wed Sep 04 17:30:30 GMT 2024","191","test_cases","test_drep","","","","test_drep_getVotes[registered_drep0]",""
"passed","Wed Sep 04 17:30:31 GMT 2024","Wed Sep 04 17:30:31 GMT 2024","122","test_cases","test_misc","","","","test_get_transaction_status",""
"passed","Wed Sep 04 17:30:30 GMT 2024","Wed Sep 04 17:30:31 GMT 2024","124","test_cases","test_drep","","","","test_drep_get_info[registered_drep1]",""
"passed","Wed Sep 04 17:30:29 GMT 2024","Wed Sep 04 17:30:30 GMT 2024","835","test_cases","test_drep","","","","test_list_drep",""
"passed","Wed Sep 04 17:30:30 GMT 2024","Wed Sep 04 17:30:30 GMT 2024","112","test_cases","test_drep","","","","test_drep_voting_power[registered_drep0]",""
"passed","Wed Sep 04 17:30:31 GMT 2024","Wed Sep 04 17:30:31 GMT 2024","125","test_cases","test_misc","","","","test_get_network_metrics",""
"passed","Wed Sep 04 17:30:29 GMT 2024","Wed Sep 04 17:30:29 GMT 2024","159","test_cases","test_ada_holder","","","","test_check_voting_power[ada_holder_delegate_to_drep1]",""
"passed","Wed Sep 04 17:30:31 GMT 2024","Wed Sep 04 17:30:33 GMT 2024","1632","test_cases","test_proposal","","","","test_get_proposal",""
