"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Jun 12 15:08:12 GMT 2024","Wed Jun 12 15:08:12 GMT 2024","0","loggedin (desktop)","7-proposal-submission/proposalSubmissionVisibility.loggedin.spec.ts","","","","7B. Should access proposal submission page",""
"broken","Wed Jun 12 15:05:41 GMT 2024","Wed Jun 12 15:06:13 GMT 2024","31982","auth setup","auth.setup.ts","","","","Create AdaHolder 02 auth",""
"skipped","Wed Jun 12 15:08:12 GMT 2024","Wed Jun 12 15:08:12 GMT 2024","0","loggedin (desktop)","7-proposal-submission/proposalSubmissionVisibility.loggedin.spec.ts","Verify Proposal form","","","7D_2. Verify treasury proposal form",""
"broken","Wed Jun 12 15:05:41 GMT 2024","Wed Jun 12 15:06:13 GMT 2024","31863","auth setup","auth.setup.ts","","","","Create AdaHolder 03 auth",""
"skipped","Wed Jun 12 15:08:12 GMT 2024","Wed Jun 12 15:08:12 GMT 2024","0","dRep","3-drep-registration/dRepRegistration.dRep.spec.ts","Logged in DReps","","","3H. Should Update DRep data",""
"skipped","Wed Jun 12 15:08:12 GMT 2024","Wed Jun 12 15:08:12 GMT 2024","0","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","","","","7L. Should reject invalid proposal metadata",""
"failed","Wed Jun 12 15:08:08 GMT 2024","Wed Jun 12 15:08:09 GMT 2024","981","wallet bootstrap","wallet.bootstrap.ts","","","","Initialize static wallets",""
"skipped","Wed Jun 12 15:08:12 GMT 2024","Wed Jun 12 15:08:12 GMT 2024","1","dRep","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","Bad Proposals","","","5G. Should show warning in bad governance action proposal to the users to visit the site at their own risk, when external url is opened",""
"skipped","Wed Jun 12 15:08:12 GMT 2024","Wed Jun 12 15:08:12 GMT 2024","0","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","Abstain delegation","","","2U. Should show delegated voting power to Abstain",""
"skipped","Wed Jun 12 15:08:12 GMT 2024","Wed Jun 12 15:08:12 GMT 2024","1","loggedin (desktop)","2-delegation/delegation.loggedin.spec.ts","","","","2B. Should access DRep Directory page",""
"skipped","Wed Jun 12 15:08:12 GMT 2024","Wed Jun 12 15:08:12 GMT 2024","0","loggedin (desktop)","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","","","","4A_1. Should access Governance Actions page with connecting wallet",""
