"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","","3","","1","0","AdaHolder","0"
"0","","0","","7","0","Drep","0"
"0","","0","","3","0","Proposal","0"
"0","","0","","3","0","Misc","0"
