"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","127","test_drep_get_info[registered_drep0]","test_cases","Fri Jun 20 12:02:14 GMT 2025","passed","Fri Jun 20 12:02:14 GMT 2025","","test_drep","",""
"","117","test_drep_voting_power[registered_drep0]","test_cases","Fri Jun 20 12:02:14 GMT 2025","passed","Fri Jun 20 12:02:14 GMT 2025","","test_drep","",""
"","135","test_drep_get_info[registered_drep1]","test_cases","Fri Jun 20 12:02:14 GMT 2025","passed","Fri Jun 20 12:02:14 GMT 2025","","test_drep","",""
"","3707","test_list_drep","test_cases","Fri Jun 20 12:02:10 GMT 2025","passed","Fri Jun 20 12:02:14 GMT 2025","","test_drep","",""
"","119","test_drep_getVotes[registered_drep0]","test_cases","Fri Jun 20 12:02:14 GMT 2025","passed","Fri Jun 20 12:02:14 GMT 2025","","test_drep","",""
"","402","test_get_network_total_stake","test_cases","Fri Jun 20 12:02:18 GMT 2025","passed","Fri Jun 20 12:02:18 GMT 2025","","test_misc","",""
"","121","test_check_voting_power[ada_holder_delegate_to_drep1]","test_cases","Fri Jun 20 12:02:10 GMT 2025","passed","Fri Jun 20 12:02:10 GMT 2025","","test_ada_holder","",""
"","119","test_drep_getVotes[registered_drep1]","test_cases","Fri Jun 20 12:02:14 GMT 2025","passed","Fri Jun 20 12:02:14 GMT 2025","","test_drep","",""
"","120","test_ada_holder_current_delegation[ada_holder_delegate_to_drep1]","test_cases","Fri Jun 20 12:02:10 GMT 2025","passed","Fri Jun 20 12:02:10 GMT 2025","","test_ada_holder","",""
"","3236","test_get_network_metrics","test_cases","Fri Jun 20 12:02:15 GMT 2025","passed","Fri Jun 20 12:02:18 GMT 2025","","test_misc","",""
"","127","test_check_voting_power[ada_holder_delegate_to_drep0]","test_cases","Fri Jun 20 12:02:10 GMT 2025","passed","Fri Jun 20 12:02:10 GMT 2025","","test_ada_holder","",""
"","547","test_list_proposal","test_cases","Fri Jun 20 12:02:19 GMT 2025","passed","Fri Jun 20 12:02:19 GMT 2025","","test_proposal","",""
"","118","test_get_network_info","test_cases","Fri Jun 20 12:02:18 GMT 2025","passed","Fri Jun 20 12:02:19 GMT 2025","","test_misc","",""
"","121","test_get_transaction_status","test_cases","Fri Jun 20 12:02:19 GMT 2025","passed","Fri Jun 20 12:02:19 GMT 2025","","test_misc","",""
"","524","test_ada_holder_current_delegation[ada_holder_delegate_to_drep0]","test_cases","Fri Jun 20 12:02:09 GMT 2025","passed","Fri Jun 20 12:02:10 GMT 2025","","test_ada_holder","",""
"","515","test_epoch_boundary","test_cases","Fri Jun 20 12:02:22 GMT 2025","passed","Fri Jun 20 12:02:23 GMT 2025","","test_proposal","",""
"","304","test_get_epoch_param","test_cases","Fri Jun 20 12:02:14 GMT 2025","passed","Fri Jun 20 12:02:15 GMT 2025","","test_misc","",""
"","118","test_drep_voting_power[registered_drep1]","test_cases","Fri Jun 20 12:02:14 GMT 2025","passed","Fri Jun 20 12:02:14 GMT 2025","","test_drep","",""
"","2917","test_get_proposal","test_cases","Fri Jun 20 12:02:19 GMT 2025","passed","Fri Jun 20 12:02:22 GMT 2025","","test_proposal","",""
