"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Jun 18 14:06:38 GMT 2024","Tue Jun 18 14:06:39 GMT 2024","914","test_cases","test_proposal","","","","test_list_proposal",""
"passed","Tue Jun 18 14:06:37 GMT 2024","Tue Jun 18 14:06:37 GMT 2024","147","test_cases","test_drep","","","","test_drep_get_info[registered_drep1]",""
"passed","Tue Jun 18 14:06:38 GMT 2024","Tue Jun 18 14:06:38 GMT 2024","106","test_cases","test_misc","","","","test_get_transaction_status",""
"passed","Tue Jun 18 14:06:30 GMT 2024","Tue Jun 18 14:06:31 GMT 2024","144","test_cases","test_ada_holder","","","","test_check_voting_power[ada_holder_delegate_to_drep1]",""
"passed","Tue Jun 18 14:06:37 GMT 2024","Tue Jun 18 14:06:37 GMT 2024","122","test_cases","test_drep","","","","test_drep_getVotes[registered_drep1]",""
"passed","Tue Jun 18 14:06:37 GMT 2024","Tue Jun 18 14:06:37 GMT 2024","110","test_cases","test_drep","","","","test_drep_voting_power[registered_drep0]",""
"passed","Tue Jun 18 14:06:30 GMT 2024","Tue Jun 18 14:06:30 GMT 2024","123","test_cases","test_ada_holder","","","","test_check_voting_power[ada_holder_delegate_to_drep0]",""
"passed","Tue Jun 18 14:06:37 GMT 2024","Tue Jun 18 14:06:37 GMT 2024","106","test_cases","test_drep","","","","test_drep_voting_power[registered_drep1]",""
"passed","Tue Jun 18 14:06:36 GMT 2024","Tue Jun 18 14:06:37 GMT 2024","246","test_cases","test_drep","","","","test_drep_getVotes[registered_drep0]",""
"passed","Tue Jun 18 14:06:37 GMT 2024","Tue Jun 18 14:06:37 GMT 2024","129","test_cases","test_drep","","","","test_drep_get_info[registered_drep0]",""
"failed","Tue Jun 18 14:06:39 GMT 2024","Tue Jun 18 14:06:39 GMT 2024","229","test_cases","test_proposal","","","","test_get_proposal",""
"passed","Tue Jun 18 14:06:31 GMT 2024","Tue Jun 18 14:06:36 GMT 2024","5841","test_cases","test_drep","","","","test_list_drep",""
"passed","Tue Jun 18 14:06:30 GMT 2024","Tue Jun 18 14:06:30 GMT 2024","501","test_cases","test_ada_holder","","","","test_ada_holder_current_delegation[ada_holder_delegate_to_drep0]",""
"passed","Tue Jun 18 14:06:30 GMT 2024","Tue Jun 18 14:06:30 GMT 2024","128","test_cases","test_ada_holder","","","","test_ada_holder_current_delegation[ada_holder_delegate_to_drep1]",""
"passed","Tue Jun 18 14:06:37 GMT 2024","Tue Jun 18 14:06:37 GMT 2024","119","test_cases","test_misc","","","","test_get_epoch_param",""
"passed","Tue Jun 18 14:06:37 GMT 2024","Tue Jun 18 14:06:38 GMT 2024","139","test_cases","test_misc","","","","test_get_network_metrics",""
