"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Jun 25 11:27:20 GMT 2024","Tue Jun 25 11:27:20 GMT 2024","0","loggedin (desktop)","8-proposal-discussion/proposalDiscussion.loggedin.spec.ts","Proposal created with poll enabled (user auth)","","","8T. Should change vote on poll.",""
"skipped","Tue Jun 25 11:27:20 GMT 2024","Tue Jun 25 11:27:20 GMT 2024","0","loggedin (desktop)","6-miscellaneous/miscellaneous.loggedin.spec.ts","Logged in user","","","6F. Should open sanchonet docs in a new tab when clicking `info` button of abstain and signal-no-confidence card",""
"skipped","Tue Jun 25 11:27:20 GMT 2024","Tue Jun 25 11:27:20 GMT 2024","0","dRep","3-drep-registration/dRepRegistration.dRep.spec.ts","Temporary DReps","","","3G. Should show confirmation message with link to view transaction, when DRep registration txn is submitted",""
"passed","Tue Jun 25 11:25:29 GMT 2024","Tue Jun 25 11:25:44 GMT 2024","15813","mobile","6-miscellaneous/miscellaneous.spec.ts","","","","6C. Navigation within the dApp",""
"skipped","Tue Jun 25 11:27:20 GMT 2024","Tue Jun 25 11:27:20 GMT 2024","0","loggedin (desktop)","3-drep-registration/dRepRegistration.loggedin.spec.ts","","","","3O. Should reject invalid dRep registration metadata",""
"failed","Tue Jun 25 11:24:49 GMT 2024","Tue Jun 25 11:25:01 GMT 2024","12288","independent (desktop)","8-proposal-discussion/proposalDiscussion.spec.ts","","","","8A. Should access proposed governance actions in disconnected state",""
"broken","Tue Jun 25 11:25:02 GMT 2024","Tue Jun 25 11:26:33 GMT 2024","90193","independent (desktop)","8-proposal-discussion/proposalDiscussion.spec.ts","Mocked proposal","","","8E. Should share proposed governance action",""
"skipped","Tue Jun 25 11:27:20 GMT 2024","Tue Jun 25 11:27:20 GMT 2024","0","dRep","3-drep-registration/dRepRegistration.dRep.spec.ts","Logged in DReps","","","3H. Should Update DRep data",""
"broken","Tue Jun 25 11:25:45 GMT 2024","Tue Jun 25 11:27:16 GMT 2024","90276","mobile","8-proposal-discussion/proposalDiscussion.spec.ts","","","","8H. Should disable proposal interaction on a disconnected state.",""
"skipped","Tue Jun 25 11:27:20 GMT 2024","Tue Jun 25 11:27:20 GMT 2024","0","dRep","3-drep-registration/editDRep.dRep.spec.ts","","","","3P. Should reject invalid edit dRep metadata",""
