"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","717","test_drep_get_info[registered_drep0]","test_cases","Sat Jun 14 00:19:40 GMT 2025","passed","Sat Jun 14 00:19:41 GMT 2025","","test_drep","",""
"","707","test_drep_voting_power[registered_drep0]","test_cases","Sat Jun 14 00:19:39 GMT 2025","passed","Sat Jun 14 00:19:40 GMT 2025","","test_drep","",""
"","761","test_check_voting_power[ada_holder_delegate_to_drep1]","test_cases","Sat Jun 14 00:19:33 GMT 2025","passed","Sat Jun 14 00:19:33 GMT 2025","","test_ada_holder","",""
"","252","test_get_epoch_param","test_cases","Sat Jun 14 00:19:42 GMT 2025","passed","Sat Jun 14 00:19:42 GMT 2025","","test_misc","",""
"","723","test_epoch_boundary","test_cases","Sat Jun 14 00:19:50 GMT 2025","passed","Sat Jun 14 00:19:51 GMT 2025","","test_proposal","",""
"","710","test_drep_getVotes[registered_drep0]","test_cases","Sat Jun 14 00:19:39 GMT 2025","passed","Sat Jun 14 00:19:39 GMT 2025","","test_drep","",""
"","751","test_drep_getVotes[registered_drep1]","test_cases","Sat Jun 14 00:19:41 GMT 2025","passed","Sat Jun 14 00:19:42 GMT 2025","","test_drep","",""
"","724","test_check_voting_power[ada_holder_delegate_to_drep0]","test_cases","Sat Jun 14 00:19:31 GMT 2025","passed","Sat Jun 14 00:19:32 GMT 2025","","test_ada_holder","",""
"","178","test_drep_voting_power[registered_drep1]","test_cases","Sat Jun 14 00:19:42 GMT 2025","passed","Sat Jun 14 00:19:42 GMT 2025","","test_drep","",""
"","952","test_get_network_total_stake","test_cases","Sat Jun 14 00:19:44 GMT 2025","passed","Sat Jun 14 00:19:45 GMT 2025","","test_misc","",""
"","698","test_ada_holder_current_delegation[ada_holder_delegate_to_drep1]","test_cases","Sat Jun 14 00:19:32 GMT 2025","passed","Sat Jun 14 00:19:33 GMT 2025","","test_ada_holder","",""
"","5336","test_list_drep","test_cases","Sat Jun 14 00:19:33 GMT 2025","passed","Sat Jun 14 00:19:39 GMT 2025","","test_drep","",""
"","585","test_list_proposal","test_cases","Sat Jun 14 00:19:47 GMT 2025","passed","Sat Jun 14 00:19:47 GMT 2025","","test_proposal","",""
"","2858","test_get_proposal","test_cases","Sat Jun 14 00:19:47 GMT 2025","passed","Sat Jun 14 00:19:50 GMT 2025","","test_proposal","",""
"","705","test_get_network_info","test_cases","Sat Jun 14 00:19:45 GMT 2025","passed","Sat Jun 14 00:19:46 GMT 2025","","test_misc","",""
"","1077","test_ada_holder_current_delegation[ada_holder_delegate_to_drep0]","test_cases","Sat Jun 14 00:19:30 GMT 2025","passed","Sat Jun 14 00:19:31 GMT 2025","","test_ada_holder","",""
"","157","test_drep_get_info[registered_drep1]","test_cases","Sat Jun 14 00:19:42 GMT 2025","passed","Sat Jun 14 00:19:42 GMT 2025","","test_drep","",""
"","706","test_get_transaction_status","test_cases","Sat Jun 14 00:19:46 GMT 2025","passed","Sat Jun 14 00:19:47 GMT 2025","","test_misc","",""
"","2217","test_get_network_metrics","test_cases","Sat Jun 14 00:19:42 GMT 2025","passed","Sat Jun 14 00:19:44 GMT 2025","","test_misc","",""
