"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 12 13:07:03 GMT 2024","Fri Jul 12 13:07:03 GMT 2024","107","test_cases","test_ada_holder","","","","test_ada_holder_current_delegation[ada_holder_delegate_to_drep1]",""
"passed","Fri Jul 12 13:07:13 GMT 2024","Fri Jul 12 13:07:13 GMT 2024","186","test_cases","test_drep","","","","test_drep_getVotes[registered_drep0]",""
"passed","Fri Jul 12 13:07:13 GMT 2024","Fri Jul 12 13:07:14 GMT 2024","117","test_cases","test_drep","","","","test_drep_get_info[registered_drep1]",""
"passed","Fri Jul 12 13:07:14 GMT 2024","Fri Jul 12 13:07:14 GMT 2024","105","test_cases","test_misc","","","","test_get_transaction_status",""
"passed","Fri Jul 12 13:07:14 GMT 2024","Fri Jul 12 13:07:14 GMT 2024","125","test_cases","test_misc","","","","test_get_epoch_param",""
"passed","Fri Jul 12 13:07:14 GMT 2024","Fri Jul 12 13:07:16 GMT 2024","1893","test_cases","test_proposal","","","","test_list_proposal",""
"passed","Fri Jul 12 13:07:16 GMT 2024","Fri Jul 12 13:07:17 GMT 2024","1539","test_cases","test_proposal","","","","test_get_proposal",""
"passed","Fri Jul 12 13:07:03 GMT 2024","Fri Jul 12 13:07:03 GMT 2024","416","test_cases","test_ada_holder","","","","test_ada_holder_current_delegation[ada_holder_delegate_to_drep0]",""
"passed","Fri Jul 12 13:07:13 GMT 2024","Fri Jul 12 13:07:13 GMT 2024","159","test_cases","test_drep","","","","test_drep_getVotes[registered_drep1]",""
"passed","Fri Jul 12 13:07:03 GMT 2024","Fri Jul 12 13:07:03 GMT 2024","113","test_cases","test_ada_holder","","","","test_check_voting_power[ada_holder_delegate_to_drep0]",""
"passed","Fri Jul 12 13:07:13 GMT 2024","Fri Jul 12 13:07:13 GMT 2024","106","test_cases","test_drep","","","","test_drep_voting_power[registered_drep0]",""
"passed","Fri Jul 12 13:07:04 GMT 2024","Fri Jul 12 13:07:13 GMT 2024","9197","test_cases","test_drep","","","","test_list_drep",""
"passed","Fri Jul 12 13:07:13 GMT 2024","Fri Jul 12 13:07:13 GMT 2024","139","test_cases","test_drep","","","","test_drep_get_info[registered_drep0]",""
"passed","Fri Jul 12 13:07:14 GMT 2024","Fri Jul 12 13:07:14 GMT 2024","115","test_cases","test_misc","","","","test_get_network_metrics",""
"passed","Fri Jul 12 13:07:03 GMT 2024","Fri Jul 12 13:07:04 GMT 2024","114","test_cases","test_ada_holder","","","","test_check_voting_power[ada_holder_delegate_to_drep1]",""
"passed","Fri Jul 12 13:07:13 GMT 2024","Fri Jul 12 13:07:13 GMT 2024","110","test_cases","test_drep","","","","test_drep_voting_power[registered_drep1]",""
