"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Aug 01 16:25:58 GMT 2024","Thu Aug 01 16:27:29 GMT 2024","90261","independent (desktop)","8-proposal-discussion/proposalDiscussion.spec.ts","","","","8D.Should show the view-all categorized proposed governance actions.",""
"passed","Thu Aug 01 16:24:57 GMT 2024","Thu Aug 01 16:25:23 GMT 2024","26417","auth setup","auth.setup.ts","","","","Create Proposal 06 auth",""
"passed","Thu Aug 01 16:32:15 GMT 2024","Thu Aug 01 16:32:21 GMT 2024","5739","loggedin (desktop)","6-miscellaneous/miscellaneous.loggedin.spec.ts","Logged in user","","","6G. Should restrict edit dRep for non dRep",""
"passed","Thu Aug 01 16:25:42 GMT 2024","Thu Aug 01 16:25:53 GMT 2024","11179","independent (desktop)","6-miscellaneous/miscellaneous.spec.ts","User Snap","","","6N. Should open feedback modal",""
"passed","Thu Aug 01 16:26:31 GMT 2024","Thu Aug 01 16:26:40 GMT 2024","8619","mobile","6-miscellaneous/miscellaneous.spec.ts","User Snap","","","6O. Should verify a bug report form",""
"failed","Thu Aug 01 16:36:05 GMT 2024","Thu Aug 01 16:37:01 GMT 2024","56049","loggedin (desktop)","8-proposal-discussion/proposalDiscussion.loggedin.spec.ts","Proposal created with poll enabled (user auth)","","","8T. Should change vote on poll.",""
"broken","Thu Aug 01 16:26:00 GMT 2024","Thu Aug 01 16:27:30 GMT 2024","90254","independent (desktop)","8-proposal-discussion/proposalDiscussion.spec.ts","","","","8H. Should disable proposal interaction on a disconnected state.",""
"passed","Thu Aug 01 16:26:28 GMT 2024","Thu Aug 01 16:26:37 GMT 2024","9141","mobile","6-miscellaneous/miscellaneous.spec.ts","","","","6M. Should navigate between footer links",""
"passed","Thu Aug 01 16:31:16 GMT 2024","Thu Aug 01 16:31:22 GMT 2024","6080","loggedin (desktop)","1-wallet-connect/walletConnect.loggedin.spec.ts","","","","1B. Should connect wallet with single stake key",""
"passed","Thu Aug 01 16:24:45 GMT 2024","Thu Aug 01 16:24:57 GMT 2024","12345","auth setup","auth.setup.ts","","","","Create User 01 auth",""
"passed","Thu Aug 01 16:25:47 GMT 2024","Thu Aug 01 16:26:00 GMT 2024","12990","independent (desktop)","6-miscellaneous/miscellaneous.spec.ts","User Snap","","","6P. Should verify feature form",""
"broken","Thu Aug 01 16:34:17 GMT 2024","Thu Aug 01 16:35:47 GMT 2024","90750","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Info Proposal Draft","","","7M_1. Should edit a info proposal draft",""
"passed","Thu Aug 01 16:26:16 GMT 2024","Thu Aug 01 16:26:20 GMT 2024","4056","mobile","4-proposal-visibility/proposalVisibility.spec.ts","","","","4A_2. Should access Governance Actions page without connecting wallet",""
"passed","Thu Aug 01 16:26:37 GMT 2024","Thu Aug 01 16:26:44 GMT 2024","7390","mobile","6-miscellaneous/miscellaneous.spec.ts","User Snap > Feedback Tests","","","6Q. Should report an issue",""
"passed","Thu Aug 01 16:25:53 GMT 2024","Thu Aug 01 16:26:01 GMT 2024","8504","independent (desktop)","8-proposal-discussion/proposalDiscussion.spec.ts","","","","8A. Should access proposed governance actions in disconnected state",""
"passed","Thu Aug 01 16:24:56 GMT 2024","Thu Aug 01 16:25:14 GMT 2024","18151","auth setup","auth.setup.ts","","","","Create Proposal 02 auth",""
"passed","Thu Aug 01 16:38:13 GMT 2024","Thu Aug 01 16:38:28 GMT 2024","15326","dRep","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","Proposal checks","","","5A. Should show relevant details about governance action as DRep",""
"passed","Thu Aug 01 16:31:30 GMT 2024","Thu Aug 01 16:31:40 GMT 2024","9960","loggedin (desktop)","3-drep-registration/dRepRegistration.loggedin.spec.ts","Validation of dRep Registration Form","","","3L_2. Should reject invalid dRep metadata anchor on create dRep",""
