"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","","4","","3","0","Drep","0"
"0","","0","","4","0","AdaHolder","0"
"0","","1","","2","0","Proposal","0"
"0","","0","","3","0","Misc","0"
