"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 12 12:40:49 GMT 2024","Thu Sep 12 12:40:49 GMT 2024","285","test_cases","test_misc","","","","test_get_network_metrics",""
"passed","Thu Sep 12 12:40:48 GMT 2024","Thu Sep 12 12:40:48 GMT 2024","685","test_cases","test_drep","","","","test_list_drep",""
"passed","Thu Sep 12 12:40:49 GMT 2024","Thu Sep 12 12:40:49 GMT 2024","105","test_cases","test_drep","","","","test_drep_voting_power[registered_drep0]",""
"passed","Thu Sep 12 12:40:47 GMT 2024","Thu Sep 12 12:40:48 GMT 2024","105","test_cases","test_ada_holder","","","","test_ada_holder_current_delegation[ada_holder_delegate_to_drep1]",""
"passed","Thu Sep 12 12:40:48 GMT 2024","Thu Sep 12 12:40:48 GMT 2024","109","test_cases","test_ada_holder","","","","test_check_voting_power[ada_holder_delegate_to_drep1]",""
"passed","Thu Sep 12 12:40:47 GMT 2024","Thu Sep 12 12:40:47 GMT 2024","475","test_cases","test_ada_holder","","","","test_ada_holder_current_delegation[ada_holder_delegate_to_drep0]",""
"passed","Thu Sep 12 12:40:50 GMT 2024","Thu Sep 12 12:40:51 GMT 2024","1464","test_cases","test_proposal","","","","test_get_proposal",""
"passed","Thu Sep 12 12:40:50 GMT 2024","Thu Sep 12 12:40:50 GMT 2024","152","test_cases","test_proposal","","","","test_list_proposal",""
"passed","Thu Sep 12 12:40:48 GMT 2024","Thu Sep 12 12:40:49 GMT 2024","169","test_cases","test_drep","","","","test_drep_getVotes[registered_drep0]",""
"passed","Thu Sep 12 12:40:49 GMT 2024","Thu Sep 12 12:40:49 GMT 2024","119","test_cases","test_misc","","","","test_get_epoch_param",""
"passed","Thu Sep 12 12:40:49 GMT 2024","Thu Sep 12 12:40:49 GMT 2024","115","test_cases","test_drep","","","","test_drep_get_info[registered_drep1]",""
"passed","Thu Sep 12 12:40:49 GMT 2024","Thu Sep 12 12:40:49 GMT 2024","99","test_cases","test_drep","","","","test_drep_voting_power[registered_drep1]",""
"passed","Thu Sep 12 12:40:49 GMT 2024","Thu Sep 12 12:40:49 GMT 2024","111","test_cases","test_drep","","","","test_drep_get_info[registered_drep0]",""
"passed","Thu Sep 12 12:40:49 GMT 2024","Thu Sep 12 12:40:50 GMT 2024","116","test_cases","test_misc","","","","test_get_transaction_status",""
"passed","Thu Sep 12 12:40:47 GMT 2024","Thu Sep 12 12:40:47 GMT 2024","109","test_cases","test_ada_holder","","","","test_check_voting_power[ada_holder_delegate_to_drep0]",""
"passed","Thu Sep 12 12:40:49 GMT 2024","Thu Sep 12 12:40:49 GMT 2024","124","test_cases","test_drep","","","","test_drep_getVotes[registered_drep1]",""
