"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Jul 10 07:16:25 GMT 2024","Wed Jul 10 07:17:57 GMT 2024","91716","loggedin (desktop)","6-miscellaneous/miscellaneous.loggedin.spec.ts","Temporary user","","","6J. Should add a username.",""
"passed","Wed Jul 10 07:11:56 GMT 2024","Wed Jul 10 07:12:13 GMT 2024","17337","auth setup","auth.setup.ts","","","","Create AdaHolder 03 auth",""
"passed","Wed Jul 10 07:13:46 GMT 2024","Wed Jul 10 07:14:02 GMT 2024","15556","mobile","6-miscellaneous/miscellaneous.spec.ts","User Snap","","","6O. Should verify a bug report form",""
"passed","Wed Jul 10 07:12:24 GMT 2024","Wed Jul 10 07:12:33 GMT 2024","9011","independent (desktop)","3-drep-registration/dRepRegistration.spec.ts","","","","3C. Should open wallet connection popup on DRep registration in disconnected state",""
"passed","Wed Jul 10 07:15:32 GMT 2024","Wed Jul 10 07:15:42 GMT 2024","10266","wallet bootstrap","wallet.bootstrap.ts","","","","Initialize static wallets",""
"passed","Wed Jul 10 07:17:31 GMT 2024","Wed Jul 10 07:18:04 GMT 2024","32818","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Proposal created logged state > Review fillup form","","","7I_1. Should valid review submission in info Proposal form",""
"passed","Wed Jul 10 07:21:24 GMT 2024","Wed Jul 10 07:21:44 GMT 2024","20569","dRep","2-delegation/delegation.drep.spec.ts","","","","2Q. Should include DRep status and voting power on the DRep card",""
"passed","Wed Jul 10 07:20:12 GMT 2024","Wed Jul 10 07:21:12 GMT 2024","59653","loggedin (desktop)","8-proposal-discussion/proposalDiscussion.loggedin.spec.ts","Proposal created with poll enabled (proposal auth)","","","8P. Should add poll on own proposal",""
"passed","Wed Jul 10 07:15:49 GMT 2024","Wed Jul 10 07:16:03 GMT 2024","14399","loggedin (desktop)","3-drep-registration/dRepRegistration.loggedin.spec.ts","","","","3F. Should create proper DRep registration request, when registered with data",""
"passed","Wed Jul 10 07:13:32 GMT 2024","Wed Jul 10 07:13:46 GMT 2024","14175","mobile","4-proposal-visibility/proposalVisibility.spec.ts","","","","4K. Should display correct vote counts on governance details page for disconnect state",""
"passed","Wed Jul 10 07:13:44 GMT 2024","Wed Jul 10 07:14:00 GMT 2024","16157","mobile","6-miscellaneous/miscellaneous.spec.ts","","","","6D. Should open Sanchonet docs in a new tab when clicking `Learn More` on dashboards in disconnected state.",""
"failed","Wed Jul 10 07:23:40 GMT 2024","Wed Jul 10 07:24:18 GMT 2024","38414","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","Register DRep state","","","2E. Should register as Direct voter",""
"passed","Wed Jul 10 07:12:27 GMT 2024","Wed Jul 10 07:12:35 GMT 2024","8534","independent (desktop)","4-proposal-visibility/proposalVisibility.spec.ts","","","","4A_2. Should access Governance Actions page without connecting wallet",""
"broken","Wed Jul 10 07:18:26 GMT 2024","Wed Jul 10 07:19:59 GMT 2024","93237","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Temporary proposal users > Info Proposal Draft","","","7L. Should save proposal as a draft",""
"passed","Wed Jul 10 07:11:55 GMT 2024","Wed Jul 10 07:12:12 GMT 2024","16749","auth setup","auth.setup.ts","","","","Create DRep 01 auth",""
"passed","Wed Jul 10 07:12:14 GMT 2024","Wed Jul 10 07:12:37 GMT 2024","22361","faucet setup","faucet.setup.ts","","","","Faucet setup",""
"passed","Wed Jul 10 07:23:38 GMT 2024","Wed Jul 10 07:25:38 GMT 2024","120356","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","Change delegation","","","2F. Should change delegated DRep",""
"passed","Wed Jul 10 07:16:03 GMT 2024","Wed Jul 10 07:16:25 GMT 2024","21409","loggedin (desktop)","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","","","","4C_3. Should filter and sort Governance Action Type on governance actions page",""
"passed","Wed Jul 10 07:21:24 GMT 2024","Wed Jul 10 07:21:45 GMT 2024","20092","dRep","3-drep-registration/dRepRegistration.dRep.spec.ts","Logged in DReps","","","3A. Should show dRepId on dashboard after connecting registered dRep Wallet",""
"broken","Wed Jul 10 07:22:13 GMT 2024","Wed Jul 10 07:23:43 GMT 2024","90878","dRep","3-drep-registration/editDRep.dRep.spec.ts","","","","3P. Should reject invalid edit dRep metadata",""
"passed","Wed Jul 10 07:12:15 GMT 2024","Wed Jul 10 07:12:31 GMT 2024","16462","independent (desktop)","1-wallet-connect/walletConnect.spec.ts","","","","1C. Should disconnect Wallet When connected",""
"passed","Wed Jul 10 07:16:02 GMT 2024","Wed Jul 10 07:16:29 GMT 2024","26724","loggedin (desktop)","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","","","","4C_2. Should sort Governance Action Type on governance actions page",""
"failed","Wed Jul 10 07:16:31 GMT 2024","Wed Jul 10 07:16:47 GMT 2024","15829","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Proposal created logged state","","","7B. Should access proposal creation page",""
"passed","Wed Jul 10 07:13:12 GMT 2024","Wed Jul 10 07:13:43 GMT 2024","30918","mobile","2-delegation/delegation.spec.ts","","","","2K_2. Should sort DReps",""
"passed","Wed Jul 10 07:24:08 GMT 2024","Wed Jul 10 07:25:37 GMT 2024","88902","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","No confidence delegation","","","2V. Should show delegated voting power to No confidence",""
"passed","Wed Jul 10 07:12:47 GMT 2024","Wed Jul 10 07:13:03 GMT 2024","16606","independent (desktop)","6-miscellaneous/miscellaneous.spec.ts","User Snap","","","6P. Should verify feature form",""
"passed","Wed Jul 10 07:15:46 GMT 2024","Wed Jul 10 07:16:22 GMT 2024","35902","loggedin (desktop)","3-drep-registration/dRepRegistration.loggedin.spec.ts","Validation of dRep Registration Form","","","3E_2. Should reject invalid data in DRep form",""
"failed","Wed Jul 10 07:21:45 GMT 2024","Wed Jul 10 07:22:31 GMT 2024","45684","dRep","3-drep-registration/editDRep.dRep.spec.ts","Validation of edit dRep Form","","","3M_1. Should accept valid data in edit dRep form",""
"passed","Wed Jul 10 07:15:48 GMT 2024","Wed Jul 10 07:16:00 GMT 2024","11583","loggedin (desktop)","3-drep-registration/dRepRegistration.loggedin.spec.ts","","","","3O. Should reject invalid dRep registration metadata",""
"passed","Wed Jul 10 07:13:42 GMT 2024","Wed Jul 10 07:13:58 GMT 2024","15514","mobile","6-miscellaneous/miscellaneous.spec.ts","User Snap","","","6N. Should open feedback modal",""
"passed","Wed Jul 10 07:15:32 GMT 2024","Wed Jul 10 07:15:45 GMT 2024","13689","loggedin (desktop)","2-delegation/delegation.loggedin.spec.ts","","","","2X_1. Should include info button and voting power on the Abstain card",""
"passed","Wed Jul 10 07:19:17 GMT 2024","Wed Jul 10 07:20:46 GMT 2024","88773","loggedin (desktop)","8-proposal-discussion/proposalDiscussion.loggedin.spec.ts","Proposal created logged in state","","","8G. Should display the proper likes and dislikes count",""
"broken","Wed Jul 10 07:12:54 GMT 2024","Wed Jul 10 07:14:26 GMT 2024","92095","independent (desktop)","8-proposal-discussion/proposalDiscussion.spec.ts","Filter and sort proposals","","","8B_2. Should sort the list of proposed governance actions.",""
"passed","Wed Jul 10 07:16:24 GMT 2024","Wed Jul 10 07:16:31 GMT 2024","7402","loggedin (desktop)","6-miscellaneous/miscellaneous.loggedin.spec.ts","Logged in user","","","6G. Should restrict edit dRep for non dRep",""
"passed","Wed Jul 10 07:13:02 GMT 2024","Wed Jul 10 07:13:37 GMT 2024","35020","independent (desktop)","8-proposal-discussion/proposalDiscussion.spec.ts","","","","8C. Should search the list of proposed governance actions.",""
"passed","Wed Jul 10 07:23:01 GMT 2024","Wed Jul 10 07:24:08 GMT 2024","66254","dRep","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","Perform voting","","","5E. Should re-vote with new data on a already voted governance action",""
"passed","Wed Jul 10 07:19:57 GMT 2024","Wed Jul 10 07:21:12 GMT 2024","74164","loggedin (desktop)","8-proposal-discussion/proposalDiscussion.loggedin.spec.ts","Proposal created logged in state","","","8N. Should reply to comments",""
"passed","Wed Jul 10 07:16:35 GMT 2024","Wed Jul 10 07:20:27 GMT 2024","231775","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Proposal created logged state > Accept valid data","","","7E_1. Should accept valid data in info proposal form",""
"passed","Wed Jul 10 07:12:14 GMT 2024","Wed Jul 10 07:12:43 GMT 2024","28420","independent (desktop)","2-delegation/delegation.spec.ts","","","","2K_2. Should sort DReps",""
"passed","Wed Jul 10 07:13:19 GMT 2024","Wed Jul 10 07:13:37 GMT 2024","17796","mobile","2-delegation/delegation.spec.ts","","","","2O. Should load more DReps on show more",""
"passed","Wed Jul 10 07:13:24 GMT 2024","Wed Jul 10 07:13:40 GMT 2024","15388","mobile","4-proposal-visibility/proposalVisibility.spec.ts","","","","4B_2. Should restrict voting for users who are not registered as DReps (without wallet connected)",""
"passed","Wed Jul 10 07:12:15 GMT 2024","Wed Jul 10 07:12:37 GMT 2024","22477","independent (desktop)","2-delegation/delegation.spec.ts","","","","2O. Should load more DReps on show more",""
"passed","Wed Jul 10 07:20:17 GMT 2024","Wed Jul 10 07:21:18 GMT 2024","60838","loggedin (desktop)","8-proposal-discussion/proposalDiscussion.loggedin.spec.ts","Proposal created with poll enabled (proposal auth)","","","8R. Should disable voting after cancelling the poll with the current poll result.",""
"passed","Wed Jul 10 07:16:00 GMT 2024","Wed Jul 10 07:16:12 GMT 2024","12740","loggedin (desktop)","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","","","","4B_1. Should restrict voting for users who are not registered as DReps (with wallet connected)",""
"passed","Wed Jul 10 07:12:50 GMT 2024","Wed Jul 10 07:14:54 GMT 2024","124387","independent (desktop)","8-proposal-discussion/proposalDiscussion.spec.ts","Filter and sort proposals","","","8B_1. Should filter the list of proposed governance actions.",""
"failed","Wed Jul 10 07:21:24 GMT 2024","Wed Jul 10 07:21:37 GMT 2024","12735","dRep","2-delegation/delegation.drep.spec.ts","","","","2M. Should access dRep directory page on disconnected state",""
"passed","Wed Jul 10 07:13:21 GMT 2024","Wed Jul 10 07:13:34 GMT 2024","12118","mobile","3-drep-registration/dRepRegistration.spec.ts","","","","3C. Should open wallet connection popup on DRep registration in disconnected state",""
"passed","Wed Jul 10 07:11:55 GMT 2024","Wed Jul 10 07:12:12 GMT 2024","16675","auth setup","auth.setup.ts","","","","Create AdaHolder 01 auth",""
"passed","Wed Jul 10 07:12:50 GMT 2024","Wed Jul 10 07:13:07 GMT 2024","17498","independent (desktop)","6-miscellaneous/miscellaneous.spec.ts","User Snap > Feedback Tests","","","6R. Should submit an idea or new feature",""
"broken","Wed Jul 10 07:22:11 GMT 2024","Wed Jul 10 07:23:42 GMT 2024","90505","dRep","3-drep-registration/editDRep.dRep.spec.ts","Validation of edit dRep Form","","","3N_2. Should reject invalid dRep metadata anchor on edit dRep",""
"broken","Wed Jul 10 07:14:00 GMT 2024","Wed Jul 10 07:15:30 GMT 2024","90255","mobile","8-proposal-discussion/proposalDiscussion.spec.ts","Filter and sort proposals","","","8B_2. Should sort the list of proposed governance actions.",""
"passed","Wed Jul 10 07:12:43 GMT 2024","Wed Jul 10 07:12:56 GMT 2024","12503","independent (desktop)","7-proposal-submission/proposalSubmission.spec.ts","","","","7A. Should open wallet connection popup, when propose a governance action in disconnected state.",""
"broken","Wed Jul 10 07:18:51 GMT 2024","Wed Jul 10 07:20:23 GMT 2024","91823","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Temporary proposal users > Treasury Proposal Draft","","","7M_2. Should edit a treasury proposal draft",""
"passed","Wed Jul 10 07:11:56 GMT 2024","Wed Jul 10 07:12:12 GMT 2024","16793","auth setup","auth.setup.ts","","","","Create AdaHolder 05 auth",""
"passed","Wed Jul 10 07:12:14 GMT 2024","Wed Jul 10 07:12:24 GMT 2024","10301","independent (desktop)","1-wallet-connect/walletConnect.spec.ts","","","","1E. Should hide incompatible wallets when connecting",""
"passed","Wed Jul 10 07:15:32 GMT 2024","Wed Jul 10 07:15:45 GMT 2024","13311","loggedin (desktop)","2-delegation/delegation.loggedin.spec.ts","","","","2X_2. Should include info button and voting power on the Signal-No-Confidence card",""
"passed","Wed Jul 10 07:12:39 GMT 2024","Wed Jul 10 07:12:54 GMT 2024","15287","independent (desktop)","6-miscellaneous/miscellaneous.spec.ts","","","","6D. Should open Sanchonet docs in a new tab when clicking `Learn More` on dashboards in disconnected state.",""
"broken","Wed Jul 10 07:21:24 GMT 2024","Wed Jul 10 07:26:55 GMT 2024","331631","proposal submission","7-proposal-submission/proposalSubmission.ga.spec.ts","","","","7H. Should submit a proposal as governance action",""
"passed","Wed Jul 10 07:15:32 GMT 2024","Wed Jul 10 07:18:14 GMT 2024","161790","governance-action setup","governance-action.setup.ts","","","","Setup temporary proposal wallets",""
"passed","Wed Jul 10 07:24:00 GMT 2024","Wed Jul 10 07:24:25 GMT 2024","25135","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","Abstain delegation","","","2U. Should show delegated voting power to Abstain",""
"passed","Wed Jul 10 07:19:47 GMT 2024","Wed Jul 10 07:21:05 GMT 2024","78295","loggedin (desktop)","8-proposal-discussion/proposalDiscussion.loggedin.spec.ts","Proposal created with poll enabled (user auth)","","","8Q. Should vote on poll.",""
"passed","Wed Jul 10 07:12:41 GMT 2024","Wed Jul 10 07:12:56 GMT 2024","15105","independent (desktop)","6-miscellaneous/miscellaneous.spec.ts","","","","6M. Should navigate between footer links",""
"passed","Wed Jul 10 07:12:31 GMT 2024","Wed Jul 10 07:12:45 GMT 2024","13872","independent (desktop)","4-proposal-visibility/proposalVisibility.spec.ts","","","","4K. Should display correct vote counts on governance details page for disconnect state",""
"passed","Wed Jul 10 07:15:32 GMT 2024","Wed Jul 10 07:15:40 GMT 2024","8747","loggedin (desktop)","2-delegation/delegation.loggedin.spec.ts","","","","2B. Should access DRep Directory page",""
"passed","Wed Jul 10 07:21:41 GMT 2024","Wed Jul 10 07:23:33 GMT 2024","112499","dRep","3-drep-registration/dRepRegistration.dRep.spec.ts","Logged in DReps","","","3H. Should Update DRep data",""
"passed","Wed Jul 10 07:12:36 GMT 2024","Wed Jul 10 07:12:50 GMT 2024","14227","independent (desktop)","6-miscellaneous/miscellaneous.spec.ts","","","","6C. Navigation within the dApp",""
"passed","Wed Jul 10 07:23:23 GMT 2024","Wed Jul 10 07:24:21 GMT 2024","57518","dRep","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","Check voting power","","","5K. Should return deposit on DRep retirement",""
"passed","Wed Jul 10 07:20:09 GMT 2024","Wed Jul 10 07:21:17 GMT 2024","68580","loggedin (desktop)","8-proposal-discussion/proposalDiscussion.loggedin.spec.ts","Proposal created with poll enabled (user auth)","","","8T. Should change vote on poll.",""
"passed","Wed Jul 10 07:16:00 GMT 2024","Wed Jul 10 07:17:31 GMT 2024","91103","loggedin (desktop)","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","","","","4C_1. Should filter Governance Action Type on governance actions page",""
"passed","Wed Jul 10 07:21:24 GMT 2024","Wed Jul 10 07:21:45 GMT 2024","20853","dRep","2-delegation/delegation.drep.spec.ts","","","","2J. Should search by DRep id",""
"passed","Wed Jul 10 07:22:46 GMT 2024","Wed Jul 10 07:22:55 GMT 2024","9079","dRep","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","Proposal checks > Validate provide context about vote","","","5D_1. Should accept valid data in provide context",""
"passed","Wed Jul 10 07:21:24 GMT 2024","Wed Jul 10 07:23:39 GMT 2024","134456","dRep","2-delegation/delegation.drep.spec.ts","","","","2N. Should show DRep information on details page",""
"passed","Wed Jul 10 07:12:12 GMT 2024","Wed Jul 10 07:12:42 GMT 2024","30279","auth setup","auth.setup.ts","","","","Create Proposal 02 auth",""
"passed","Wed Jul 10 07:13:59 GMT 2024","Wed Jul 10 07:15:13 GMT 2024","73653","mobile","8-proposal-discussion/proposalDiscussion.spec.ts","Filter and sort proposals","","","8B_1. Should filter the list of proposed governance actions.",""
"passed","Wed Jul 10 07:11:56 GMT 2024","Wed Jul 10 07:12:12 GMT 2024","16444","auth setup","auth.setup.ts","","","","Create AdaHolder 06 auth",""
"passed","Wed Jul 10 07:12:59 GMT 2024","Wed Jul 10 07:13:19 GMT 2024","20342","independent (desktop)","8-proposal-discussion/proposalDiscussion.spec.ts","","","","8H. Should disable proposal interaction on a disconnected state.",""
"passed","Wed Jul 10 07:13:47 GMT 2024","Wed Jul 10 07:14:04 GMT 2024","16302","mobile","6-miscellaneous/miscellaneous.spec.ts","User Snap","","","6P. Should verify feature form",""
"passed","Wed Jul 10 07:23:45 GMT 2024","Wed Jul 10 07:24:15 GMT 2024","30344","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","","","","2G. Should delegate to myself",""
"passed","Wed Jul 10 07:17:43 GMT 2024","Wed Jul 10 07:18:24 GMT 2024","40696","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Proposal created logged state > Review fillup form","","","7I_2. Should valid review submission in treasury Proposal form",""
"passed","Wed Jul 10 07:15:43 GMT 2024","Wed Jul 10 07:16:00 GMT 2024","16382","loggedin (desktop)","3-drep-registration/dRepRegistration.loggedin.spec.ts","Validation of dRep Registration Form","","","3L_1. Should accept valid metadata anchor on create dRep",""
"broken","Wed Jul 10 07:18:24 GMT 2024","Wed Jul 10 07:19:55 GMT 2024","91604","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Temporary proposal users > Info Proposal Draft","","","7M_1. Should edit a info proposal draft",""
"passed","Wed Jul 10 07:12:14 GMT 2024","Wed Jul 10 07:12:27 GMT 2024","12270","independent (desktop)","1-wallet-connect/walletConnect.spec.ts","","","","1D. Should reject wallet connection in mainnet",""
"passed","Wed Jul 10 07:13:24 GMT 2024","Wed Jul 10 07:13:37 GMT 2024","13340","mobile","4-proposal-visibility/proposalVisibility.spec.ts","","","","4A_2. Should access Governance Actions page without connecting wallet",""
"passed","Wed Jul 10 07:11:55 GMT 2024","Wed Jul 10 07:12:13 GMT 2024","17848","auth setup","auth.setup.ts","","","","Create AdaHolder 02 auth",""
"passed","Wed Jul 10 07:13:51 GMT 2024","Wed Jul 10 07:14:08 GMT 2024","16741","mobile","6-miscellaneous/miscellaneous.spec.ts","User Snap > Feedback Tests","","","6Q. Should report an issue",""
"passed","Wed Jul 10 07:13:52 GMT 2024","Wed Jul 10 07:14:09 GMT 2024","17000","mobile","6-miscellaneous/miscellaneous.spec.ts","User Snap > Feedback Tests","","","6R. Should submit an idea or new feature",""
"passed","Wed Jul 10 07:12:29 GMT 2024","Wed Jul 10 07:12:41 GMT 2024","11737","independent (desktop)","4-proposal-visibility/proposalVisibility.spec.ts","","","","4B_2. Should restrict voting for users who are not registered as DReps (without wallet connected)",""
"passed","Wed Jul 10 07:17:53 GMT 2024","Wed Jul 10 07:18:34 GMT 2024","41695","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Proposal created logged state > Verify Proposal form","","","7D_1. Verify info proposal form",""
"passed","Wed Jul 10 07:12:50 GMT 2024","Wed Jul 10 07:13:07 GMT 2024","17543","independent (desktop)","6-miscellaneous/miscellaneous.spec.ts","User Snap > Feedback Tests","","","6Q. Should report an issue",""
"passed","Wed Jul 10 07:16:07 GMT 2024","Wed Jul 10 07:16:23 GMT 2024","16665","loggedin (desktop)","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","","","","4L. Should search governance actions",""
"passed","Wed Jul 10 07:17:23 GMT 2024","Wed Jul 10 07:17:57 GMT 2024","34287","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Proposal created logged state > Create a proposal with proper data","","","7G_2. Should create a proposal with proper treasury data",""
"failed","Wed Jul 10 07:23:32 GMT 2024","Wed Jul 10 07:23:47 GMT 2024","14253","dRep","6-miscellaneous/miscellaneous.dRep.spec.ts","","","","6H. Should restrict dRep registration for dRep",""
"broken","Wed Jul 10 07:16:39 GMT 2024","Wed Jul 10 07:21:10 GMT 2024","270516","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Proposal created logged state > Accept valid data","","","7E_2. Should accept valid data in treasury proposal form",""
"passed","Wed Jul 10 07:13:39 GMT 2024","Wed Jul 10 07:13:59 GMT 2024","19596","mobile","6-miscellaneous/miscellaneous.spec.ts","","","","6C. Navigation within the dApp",""
"passed","Wed Jul 10 07:16:22 GMT 2024","Wed Jul 10 07:16:39 GMT 2024","16849","loggedin (desktop)","6-miscellaneous/miscellaneous.loggedin.spec.ts","Logged in user","","","6E. Should open Sanchonet docs in a new tab when clicking `Learn More` on dashboards in connected state.",""
"broken","Wed Jul 10 07:18:34 GMT 2024","Wed Jul 10 07:20:06 GMT 2024","91628","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Temporary proposal users > Info Proposal Draft","","","7N. Should submit a draft proposal",""
"passed","Wed Jul 10 07:14:10 GMT 2024","Wed Jul 10 07:14:23 GMT 2024","13316","mobile","8-proposal-discussion/proposalDiscussion.spec.ts","Mocked proposal","","","8E. Should share proposed governance action",""
"passed","Wed Jul 10 07:13:22 GMT 2024","Wed Jul 10 07:13:45 GMT 2024","23363","mobile","2-delegation/delegation.spec.ts","","","","2K_1. Should filter DReps",""
