"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 18 11:32:11 GMT 2024","Tue Jun 18 11:32:53 GMT 2024","41730","dRep","3-drep-registration/editDRep.dRep.spec.ts","Validation of edit dRep Form","","","3M_1. Should accept valid data in edit dRep form",""
"passed","Tue Jun 18 11:33:34 GMT 2024","Tue Jun 18 11:34:25 GMT 2024","50663","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","Register DRep state","","","2S. Should retire as a Direct Voter on delegating to another DRep",""
"failed","Tue Jun 18 11:30:35 GMT 2024","Tue Jun 18 11:30:46 GMT 2024","10893","loggedin (desktop)","6-miscellaneous/miscellaneous.loggedin.spec.ts","","","","6E. Should open Sanchonet docs in a new tab when clicking `Learn More` on dashboards in connected state.",""
"passed","Tue Jun 18 11:31:50 GMT 2024","Tue Jun 18 11:32:07 GMT 2024","17750","dRep","2-delegation/delegation.drep.spec.ts","","","","2P. Should enable sharing of DRep details",""
"passed","Tue Jun 18 11:29:46 GMT 2024","Tue Jun 18 11:30:01 GMT 2024","15271","wallet bootstrap","wallet.bootstrap.ts","","","","Initialize static wallets",""
"passed","Tue Jun 18 11:29:01 GMT 2024","Tue Jun 18 11:29:15 GMT 2024","14401","independent (desktop)","1-wallet-connect/walletConnect.spec.ts","","","","1C. Should disconnect Wallet When connected",""
"passed","Tue Jun 18 11:36:40 GMT 2024","Tue Jun 18 11:37:04 GMT 2024","23739","cleanup delegation","delegation.teardown.ts","","","","Abstain delegation",""
"passed","Tue Jun 18 11:31:50 GMT 2024","Tue Jun 18 11:32:31 GMT 2024","41419","proposal","7-proposal-submission/proposalSubmissionFunctionality.proposal.spec.ts","","","","7H. should submit a proposal",""
"passed","Tue Jun 18 11:31:50 GMT 2024","Tue Jun 18 11:32:11 GMT 2024","21490","dRep","2-delegation/delegation.drep.spec.ts","","","","2I. Should check validity of DRep Id",""
"failed","Tue Jun 18 11:31:09 GMT 2024","Tue Jun 18 11:31:28 GMT 2024","18916","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Edit proposal form","","","7J_2. Should edit review submission in treasury Proposal form",""
"failed","Tue Jun 18 11:31:06 GMT 2024","Tue Jun 18 11:31:26 GMT 2024","19547","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","","","","7L. Should reject invalid proposal metadata",""
"passed","Tue Jun 18 11:29:46 GMT 2024","Tue Jun 18 11:29:56 GMT 2024","9941","loggedin (desktop)","2-delegation/delegation.loggedin.spec.ts","","","","2B. Should access DRep Directory page",""
"passed","Tue Jun 18 11:28:45 GMT 2024","Tue Jun 18 11:29:00 GMT 2024","14940","auth setup","auth.setup.ts","","","","Create AdaHolder 02 auth",""
"passed","Tue Jun 18 11:30:15 GMT 2024","Tue Jun 18 11:31:44 GMT 2024","88602","loggedin (desktop)","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","","","","4C_1. Should filter Governance Action Type on governance actions page",""
"failed","Tue Jun 18 11:29:01 GMT 2024","Tue Jun 18 11:29:16 GMT 2024","14617","independent (desktop)","1-wallet-connect/walletConnect.spec.ts","","","","1E. Should hide incompatible wallets when connecting",""
"passed","Tue Jun 18 11:33:14 GMT 2024","Tue Jun 18 11:33:48 GMT 2024","34229","dRep","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","Check voting power","","","5K. Should return deposit on DRep retirement",""
"failed","Tue Jun 18 11:30:08 GMT 2024","Tue Jun 18 11:30:25 GMT 2024","17113","loggedin (desktop)","3-drep-registration/dRepRegistration.loggedin.spec.ts","","","","3O. Should reject invalid dRep registration metadata",""
"passed","Tue Jun 18 11:28:45 GMT 2024","Tue Jun 18 11:29:43 GMT 2024","58331","faucet setup","faucet.setup.ts","","","","Faucet setup",""
"failed","Tue Jun 18 11:30:55 GMT 2024","Tue Jun 18 11:31:15 GMT 2024","19036","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Proposal submission check","","","7G_2. Should open wallet connection popup, when registered with proper treasury data",""
"failed","Tue Jun 18 11:29:59 GMT 2024","Tue Jun 18 11:30:21 GMT 2024","21382","loggedin (desktop)","3-drep-registration/dRepRegistration.loggedin.spec.ts","Validation of dRep Registration Form","","","3L_2. Should reject invalid dRep metadata anchor on create dRep",""
"passed","Tue Jun 18 11:32:35 GMT 2024","Tue Jun 18 11:32:43 GMT 2024","7770","dRep","4-proposal-visibility/proposalVisibility.dRep.spec.ts","Logged in DRep","","","4E. Should display DRep's voting power in governance actions page",""
"passed","Tue Jun 18 11:33:53 GMT 2024","Tue Jun 18 11:33:57 GMT 2024","3191","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","Delegate to others","","","2H. Should prompt to change delegation after delegation",""
"passed","Tue Jun 18 11:29:32 GMT 2024","Tue Jun 18 11:29:40 GMT 2024","7832","mobile","7-proposal-submission/proposalSubmission.spec.ts","","","","7A. Should open wallet connection popup, when propose a governance action in disconnected state.",""
"passed","Tue Jun 18 11:29:01 GMT 2024","Tue Jun 18 11:29:13 GMT 2024","12565","independent (desktop)","1-wallet-connect/walletConnect.spec.ts","","","","1A. Should connect wallet and choose stake-key to use",""
"failed","Tue Jun 18 11:31:16 GMT 2024","Tue Jun 18 11:31:39 GMT 2024","23402","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","","","","7K_2. Should reject invalid metadata anchor on proposal submission",""
"passed","Tue Jun 18 11:33:58 GMT 2024","Tue Jun 18 11:34:09 GMT 2024","10917","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","Multiple delegations","","","2R. Should display a modal indicating waiting for previous transaction when delegating if the previous transaction is not completed",""
"passed","Tue Jun 18 11:34:05 GMT 2024","Tue Jun 18 11:35:44 GMT 2024","99836","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","Delegated ADA visibility","","","2W. Should show my delegated ADA to the DRep",""
"failed","Tue Jun 18 11:30:31 GMT 2024","Tue Jun 18 11:30:41 GMT 2024","9812","loggedin (desktop)","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","","","","4H. Should verify none of the displayed governance actions have expired",""
"failed","Tue Jun 18 11:29:30 GMT 2024","Tue Jun 18 11:29:44 GMT 2024","14543","mobile","6-miscellaneous/miscellaneous.spec.ts","","","","6D. Should open Sanchonet docs in a new tab when clicking `Learn More` on dashboards in disconnected state.",""
"passed","Tue Jun 18 11:32:07 GMT 2024","Tue Jun 18 11:32:48 GMT 2024","40750","dRep","3-drep-registration/dRepRegistration.dRep.spec.ts","Temporary DReps","","","3G. Should show confirmation message with link to view transaction, when DRep registration txn is submitted",""
"passed","Tue Jun 18 11:32:10 GMT 2024","Tue Jun 18 11:32:57 GMT 2024","47097","dRep","3-drep-registration/dRepRegistration.dRep.spec.ts","Temporary DReps","","","3K. Verify DRep behavior in retired state",""
"passed","Tue Jun 18 11:32:54 GMT 2024","Tue Jun 18 11:33:16 GMT 2024","22442","dRep","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","Proposal checks > Validate provide context about vote","","","5D_2. Should reject invalid data in provide context",""
"passed","Tue Jun 18 11:31:07 GMT 2024","Tue Jun 18 11:31:25 GMT 2024","18613","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","","","","7K_1. Should accept valid metadata anchor on proposal submission",""
"passed","Tue Jun 18 11:32:11 GMT 2024","Tue Jun 18 11:32:54 GMT 2024","42352","dRep","3-drep-registration/editDRep.dRep.spec.ts","Validation of edit dRep Form","","","3M_2. Should reject invalid data in edit dRep form",""
"failed","Tue Jun 18 11:32:34 GMT 2024","Tue Jun 18 11:32:50 GMT 2024","15240","dRep","3-drep-registration/editDRep.dRep.spec.ts","","","","3P. Should reject invalid edit dRep metadata",""
"passed","Tue Jun 18 11:32:50 GMT 2024","Tue Jun 18 11:33:04 GMT 2024","13922","dRep","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","Proposal checks","","","5C. Should show required field in proposal voting on registered as DRep",""
"failed","Tue Jun 18 11:32:39 GMT 2024","Tue Jun 18 11:33:00 GMT 2024","20843","dRep","3-drep-registration/editDRep.dRep.spec.ts","Validation of edit dRep Form","","","3N_2. Should reject invalid dRep metadata anchor on edit dRep",""
