"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","","3","","4","0","Drep","0"
"0","","0","","4","0","AdaHolder","0"
"0","","0","","3","0","Misc","0"
"0","","2","","1","0","Proposal","0"
