"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"7","","0","","0","0","Drep","0"
"4","","0","","0","0","AdaHolder","0"
"3","","0","","0","0","Proposal","0"
"3","","0","","0","0","Misc","0"
